UCOM/MSFB_SWE,Trade in Manmade Staple Fibres - Sweden
UCOM/MSFB_SWZ,Trade in Manmade Staple Fibres - Swaziland
UCOM/MSFB_ZAF,Trade in Manmade Staple Fibres - South Africa
UCOM/MSFB_MKD,Trade in Manmade Staple Fibres - The former Yugoslav Republic of Macedonia
UCOM/MSFB_SYR,Trade in Manmade Staple Fibres - Syrian Arab Republic
UCOM/MSFB_TLS,Trade in Manmade Staple Fibres - Timor-Leste
UCOM/MSFB_TGO,Trade in Manmade Staple Fibres - Togo
UCOM/MSFB_TON,Trade in Manmade Staple Fibres - Tonga
UCOM/MSFB_TTO,Trade in Manmade Staple Fibres - Trinidad and Tobago
UCOM/MSFB_TUV,Trade in Manmade Staple Fibres - Tuvalu
UCOM/MSFB_TUR,Trade in Manmade Staple Fibres - Turkey
UCOM/MSFB_TKM,Trade in Manmade Staple Fibres - Turkmenistan
UCOM/MSFB_UKR,Trade in Manmade Staple Fibres - Ukraine
UCOM/MSFB_UGA,Trade in Manmade Staple Fibres - Uganda
UCOM/MSFB_TUN,Trade in Manmade Staple Fibres - Tunisia
UCOM/MSFB_THA,Trade in Manmade Staple Fibres - Thailand
UCOM/MSFB_VUT,Trade in Manmade Staple Fibres - Vanuatu
UCOM/MSFB_TZA,Trade in Manmade Staple Fibres - United Republic of Tanzania
UCOM/MSFB_ZMB,Trade in Manmade Staple Fibres - Zambia
UCOM/MSFB_VNM,Trade in Manmade Staple Fibres - Viet Nam
UCOM/MSFB_GBR,Trade in Manmade Staple Fibres - United Kingdom
UCOM/MSFB_ARE,Trade in Manmade Staple Fibres - United Arab Emirates
UCOM/MSFB_ZWE,Trade in Manmade Staple Fibres - Zimbabwe
UCOM/WFWY_ALB,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Albania"
UCOM/WFWY_DZA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Algeria"
UCOM/WFWY_AND,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Andorra"
UCOM/WFWY_ARG,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Argentina"
UCOM/WFWY_ARM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Armenia"
UCOM/MSFB_VEN,Trade in Manmade Staple Fibres - Venezuela (Bolivarian Republic of)
UCOM/WFWY_AUS,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Australia"
UCOM/WFWY_ATG,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Antigua and Barbuda"
UCOM/MSFB_URY,Trade in Manmade Staple Fibres - Uruguay
UCOM/WFWY_BGD,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Bangladesh"
UCOM/WFWY_AUT,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Austria"
UCOM/WFWY_BRB,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Barbados"
UCOM/WFWY_BLR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Belarus"
UCOM/WFWY_BHS,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Bahamas"
UCOM/WFWY_BEL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Belgium"
UCOM/WFWY_BHR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Bahrain"
UCOM/WFWY_BLZ,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Belize"
UCOM/WFWY_BEN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Benin"
UCOM/WFWY_AZE,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Azerbaijan"
UCOM/WFWY_BWA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Botswana"
UCOM/WFWY_BOL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Bolivia (Plurinational State of)"
UCOM/WFWY_BRA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Brazil"
UCOM/WFWY_BIH,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Bosnia and Herzegovina"
UCOM/WFWY_KHM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Cambodia"
UCOM/WFWY_BTN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Bhutan"
UCOM/WFWY_BFA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Burkina Faso"
UCOM/WFWY_BGR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Bulgaria"
UCOM/WFWY_BRN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Brunei Darussalam"
UCOM/WFWY_CPV,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Cabo Verde"
UCOM/WFWY_TCD,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Chad"
UCOM/WFWY_CHL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Chile"
UCOM/WFWY_CAF,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Central African Republic"
UCOM/WFWY_BDI,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Burundi"
UCOM/WFWY_COL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Colombia"
UCOM/WFWY_CHN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - China"
UCOM/WFWY_CMR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Cameroon"
UCOM/WFWY_COG,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Congo"
UCOM/WFWY_CRI,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Costa Rica"
UCOM/WFWY_CAN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Canada"
UCOM/WFWY_CIV,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Côte d'Ivoire"
UCOM/WFWY_CYP,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Cyprus"
UCOM/WFWY_COK,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Cook Islands"
UCOM/WFWY_HRV,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Croatia"
UCOM/WFWY_DNK,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Denmark"
UCOM/WFWY_DJI,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Djibouti"
UCOM/WFWY_COM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Comoros"
UCOM/WFWY_DOM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Dominican Republic"
UCOM/WFWY_ETH,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Ethiopia"
UCOM/WFWY_EGY,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Egypt"
UCOM/WFWY_ERI,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Eritrea"
UCOM/WFWY_DMA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Dominica"
UCOM/WFWY_FJI,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Fiji"
UCOM/WFWY_CUB,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Cuba"
UCOM/WFWY_SLV,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - El Salvador"
UCOM/WFWY_ECU,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Ecuador"
UCOM/WFWY_EST,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Estonia"
UCOM/WFWY_DEU,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Germany"
UCOM/WFWY_CZE,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Czech Republic"
UCOM/WFWY_GHA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Ghana"
UCOM/WFWY_GTM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Guatemala"
UCOM/WFWY_GIN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Guinea"
UCOM/WFWY_GAB,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Gabon"
UCOM/WFWY_GMB,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Gambia"
UCOM/WFWY_GEO,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Georgia"
UCOM/WFWY_HTI,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Haiti"
UCOM/WFWY_HKG,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Hong Kong SAR"
UCOM/WFWY_GNB,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Guinea-Bissau"
UCOM/WFWY_HUN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Hungary"
UCOM/WFWY_GRC,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Greece"
UCOM/WFWY_GUY,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Guyana"
UCOM/WFWY_HND,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Honduras"
UCOM/WFWY_GRD,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Grenada"
UCOM/WFWY_IDN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Indonesia"
UCOM/WFWY_IRL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Ireland"
UCOM/WFWY_FIN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Finland"
UCOM/WFWY_IRN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Iran (Islamic Republic of)"
UCOM/WFWY_JAM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Jamaica"
UCOM/WFWY_ISL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Iceland"
UCOM/WFWY_ISR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Israel"
UCOM/WFWY_JOR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Jordan"
UCOM/WFWY_KWT,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Kuwait"
UCOM/WFWY_KAZ,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Kazakhstan"
UCOM/WFWY_JPN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Japan"
UCOM/WFWY_KEN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Kenya"
UCOM/WFWY_LBY,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Libya"
UCOM/WFWY_KIR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Kiribati"
UCOM/WFWY_LBN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Lebanon"
UCOM/WFWY_LVA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Latvia"
UCOM/WFWY_LSO,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Lesotho"
UCOM/WFWY_LTU,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Lithuania"
UCOM/WFWY_KGZ,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Kyrgyzstan"
UCOM/WFWY_MLT,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Malta"
UCOM/WFWY_MDG,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Madagascar"
UCOM/WFWY_LUX,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Luxembourg"
UCOM/WFWY_MLI,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Mali"
UCOM/WFWY_MYS,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Malaysia"
UCOM/WFWY_MWI,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Malawi"
UCOM/WFWY_MDV,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Maldives"
UCOM/WFWY_MEX,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Mexico"
UCOM/WFWY_FSM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Micronesia (Federated States of)"
UCOM/WFWY_MNE,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Montenegro"
UCOM/WFWY_MRT,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Mauritania"
UCOM/WFWY_MUS,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Mauritius"
UCOM/WFWY_MAR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Morocco"
UCOM/WFWY_NLD,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Netherlands"
UCOM/WFWY_NAM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Namibia"
UCOM/WFWY_MOZ,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Mozambique"
UCOM/WFWY_MNG,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Mongolia"
UCOM/WFWY_MMR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Myanmar"
UCOM/WFWY_NER,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Niger"
UCOM/WFWY_NPL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Nepal"
UCOM/WFWY_NIC,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Nicaragua"
UCOM/WFWY_NZL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - New Zealand"
UCOM/WFWY_NGA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Nigeria"
UCOM/WFWY_PLW,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Palau"
UCOM/WFWY_PRY,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Paraguay"
UCOM/WFWY_PER,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Peru"
UCOM/WFWY_PRT,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Portugal"
UCOM/WFWY_OMN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Oman"
UCOM/WFWY_QAT,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Qatar"
UCOM/WFWY_MDA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Republic of Moldova"
UCOM/WFWY_POL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Poland"
UCOM/WFWY_PHL,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Philippines"
UCOM/WFWY_KOR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Republic of Korea"
UCOM/WFWY_PAK,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Pakistan"
UCOM/WFWY_ROU,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Romania"
UCOM/WFWY_RUS,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Russian Federation"
UCOM/WFWY_PAN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Panama"
UCOM/WFWY_LCA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Saint Lucia"
UCOM/WFWY_KNA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Saint Kitts and Nevis"
UCOM/WFWY_VCT,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Saint Vincent and the Grenadines"
UCOM/WFWY_PNG,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Papua New Guinea"
UCOM/WFWY_STP,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Sao Tome and Principe"
UCOM/WFWY_WSM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Samoa"
UCOM/WFWY_RWA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Rwanda"
UCOM/WFWY_SRB,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Serbia"
UCOM/WFWY_SEN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Senegal"
UCOM/WFWY_SLE,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Sierra Leone"
UCOM/WFWY_SGP,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Singapore"
UCOM/WFWY_SAU,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Saudi Arabia"
UCOM/WFWY_SYC,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Seychelles"
UCOM/WFWY_SVK,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Slovakia"
UCOM/WFWY_SVN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Slovenia"
UCOM/WFWY_SLB,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Solomon Islands"
UCOM/WFWY_ESP,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Spain"
UCOM/WFWY_SDN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Sudan"
UCOM/WFWY_LKA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Sri Lanka"
UCOM/WFWY_MKD,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - The former Yugoslav Republic of Macedonia"
UCOM/WFWY_TON,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Tonga"
UCOM/WFWY_TUN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Tunisia"
UCOM/WFWY_TTO,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Trinidad and Tobago"
UCOM/WFWY_SUR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Suriname"
UCOM/WFWY_SWZ,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Swaziland"
UCOM/WFWY_ZAF,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - South Africa"
UCOM/WFWY_TLS,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Timor-Leste"
UCOM/WFWY_TKM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Turkmenistan"
UCOM/WFWY_SWE,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Sweden"
UCOM/WFWY_TGO,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Togo"
UCOM/WFWY_THA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Thailand"
UCOM/WFWY_TUR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Turkey"
UCOM/WFWY_UGA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Uganda"
UCOM/WFWY_GBR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - United Kingdom"
UCOM/WFWY_SYR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Syrian Arab Republic"
UCOM/WFWY_UKR,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Ukraine"
UCOM/WFWY_VUT,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Vanuatu"
UCOM/WFWY_VEN,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Venezuela (Bolivarian Republic of)"
UCOM/WFWY_TZA,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - United Republic of Tanzania"
UCOM/WFWY_ARE,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - United Arab Emirates"
UCOM/WFWY_ZWE,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Zimbabwe"
UCOM/WFWY_VNM,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Viet Nam"
UCOM/WFWY_TUV,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Tuvalu"
UCOM/WFWY_ZMB,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Zambia"
UCOM/FLOR_DZA,Trade in Carpets And Other Textile Floor Coverings - Algeria
UCOM/FLOR_AFG,Trade in Carpets And Other Textile Floor Coverings - Afghanistan
UCOM/FLOR_AND,Trade in Carpets And Other Textile Floor Coverings - Andorra
UCOM/FLOR_ARG,Trade in Carpets And Other Textile Floor Coverings - Argentina
UCOM/FLOR_ALB,Trade in Carpets And Other Textile Floor Coverings - Albania
UCOM/FLOR_AUT,Trade in Carpets And Other Textile Floor Coverings - Austria
UCOM/WFWY_URY,"Trade in Wadding, Felt, Nonwovens, Yarns, Twine, Cordage - Uruguay"
UCOM/FLOR_AZE,Trade in Carpets And Other Textile Floor Coverings - Azerbaijan
UCOM/FLOR_ATG,Trade in Carpets And Other Textile Floor Coverings - Antigua and Barbuda
UCOM/FLOR_BRB,Trade in Carpets And Other Textile Floor Coverings - Barbados
UCOM/FLOR_BEL,Trade in Carpets And Other Textile Floor Coverings - Belgium
UCOM/FLOR_AUS,Trade in Carpets And Other Textile Floor Coverings - Australia
UCOM/FLOR_BLR,Trade in Carpets And Other Textile Floor Coverings - Belarus
UCOM/FLOR_BGD,Trade in Carpets And Other Textile Floor Coverings - Bangladesh
UCOM/FLOR_BLZ,Trade in Carpets And Other Textile Floor Coverings - Belize
UCOM/FLOR_BEN,Trade in Carpets And Other Textile Floor Coverings - Benin
UCOM/FLOR_BTN,Trade in Carpets And Other Textile Floor Coverings - Bhutan
UCOM/FLOR_BRA,Trade in Carpets And Other Textile Floor Coverings - Brazil
UCOM/FLOR_BHR,Trade in Carpets And Other Textile Floor Coverings - Bahrain
UCOM/FLOR_BWA,Trade in Carpets And Other Textile Floor Coverings - Botswana
UCOM/FLOR_BOL,Trade in Carpets And Other Textile Floor Coverings - Bolivia (Plurinational State of)
UCOM/FLOR_ARM,Trade in Carpets And Other Textile Floor Coverings - Armenia
UCOM/FLOR_BGR,Trade in Carpets And Other Textile Floor Coverings - Bulgaria
UCOM/FLOR_BFA,Trade in Carpets And Other Textile Floor Coverings - Burkina Faso
UCOM/FLOR_BHS,Trade in Carpets And Other Textile Floor Coverings - Bahamas
UCOM/FLOR_BDI,Trade in Carpets And Other Textile Floor Coverings - Burundi
UCOM/FLOR_KHM,Trade in Carpets And Other Textile Floor Coverings - Cambodia
UCOM/FLOR_CMR,Trade in Carpets And Other Textile Floor Coverings - Cameroon
UCOM/FLOR_CAF,Trade in Carpets And Other Textile Floor Coverings - Central African Republic
UCOM/FLOR_CPV,Trade in Carpets And Other Textile Floor Coverings - Cabo Verde
UCOM/FLOR_CAN,Trade in Carpets And Other Textile Floor Coverings - Canada
UCOM/FLOR_COL,Trade in Carpets And Other Textile Floor Coverings - Colombia
UCOM/FLOR_CHL,Trade in Carpets And Other Textile Floor Coverings - Chile
UCOM/FLOR_CHN,Trade in Carpets And Other Textile Floor Coverings - China
UCOM/FLOR_COM,Trade in Carpets And Other Textile Floor Coverings - Comoros
UCOM/FLOR_BIH,Trade in Carpets And Other Textile Floor Coverings - Bosnia and Herzegovina
UCOM/FLOR_COG,Trade in Carpets And Other Textile Floor Coverings - Congo
UCOM/FLOR_TCD,Trade in Carpets And Other Textile Floor Coverings - Chad
UCOM/FLOR_BRN,Trade in Carpets And Other Textile Floor Coverings - Brunei Darussalam
UCOM/FLOR_CIV,Trade in Carpets And Other Textile Floor Coverings - Côte d'Ivoire
UCOM/FLOR_COK,Trade in Carpets And Other Textile Floor Coverings - Cook Islands
UCOM/FLOR_HRV,Trade in Carpets And Other Textile Floor Coverings - Croatia
UCOM/FLOR_DJI,Trade in Carpets And Other Textile Floor Coverings - Djibouti
UCOM/FLOR_CYP,Trade in Carpets And Other Textile Floor Coverings - Cyprus
UCOM/FLOR_DNK,Trade in Carpets And Other Textile Floor Coverings - Denmark
UCOM/FLOR_CZE,Trade in Carpets And Other Textile Floor Coverings - Czech Republic
UCOM/FLOR_CUB,Trade in Carpets And Other Textile Floor Coverings - Cuba
UCOM/FLOR_CRI,Trade in Carpets And Other Textile Floor Coverings - Costa Rica
UCOM/FLOR_EGY,Trade in Carpets And Other Textile Floor Coverings - Egypt
UCOM/FLOR_DMA,Trade in Carpets And Other Textile Floor Coverings - Dominica
UCOM/FLOR_SLV,Trade in Carpets And Other Textile Floor Coverings - El Salvador
UCOM/FLOR_ECU,Trade in Carpets And Other Textile Floor Coverings - Ecuador
UCOM/FLOR_ERI,Trade in Carpets And Other Textile Floor Coverings - Eritrea
UCOM/FLOR_ETH,Trade in Carpets And Other Textile Floor Coverings - Ethiopia
UCOM/FLOR_EST,Trade in Carpets And Other Textile Floor Coverings - Estonia
UCOM/FLOR_FIN,Trade in Carpets And Other Textile Floor Coverings - Finland
UCOM/FLOR_GMB,Trade in Carpets And Other Textile Floor Coverings - Gambia
UCOM/FLOR_DOM,Trade in Carpets And Other Textile Floor Coverings - Dominican Republic
UCOM/FLOR_GAB,Trade in Carpets And Other Textile Floor Coverings - Gabon
UCOM/FLOR_GHA,Trade in Carpets And Other Textile Floor Coverings - Ghana
UCOM/FLOR_FJI,Trade in Carpets And Other Textile Floor Coverings - Fiji
UCOM/FLOR_GRD,Trade in Carpets And Other Textile Floor Coverings - Grenada
UCOM/FLOR_GRC,Trade in Carpets And Other Textile Floor Coverings - Greece
UCOM/FLOR_GTM,Trade in Carpets And Other Textile Floor Coverings - Guatemala
UCOM/FLOR_GIN,Trade in Carpets And Other Textile Floor Coverings - Guinea
UCOM/FLOR_GEO,Trade in Carpets And Other Textile Floor Coverings - Georgia
UCOM/FLOR_HTI,Trade in Carpets And Other Textile Floor Coverings - Haiti
UCOM/FLOR_GNB,Trade in Carpets And Other Textile Floor Coverings - Guinea-Bissau
UCOM/FLOR_GUY,Trade in Carpets And Other Textile Floor Coverings - Guyana
UCOM/FLOR_HND,Trade in Carpets And Other Textile Floor Coverings - Honduras
UCOM/FLOR_DEU,Trade in Carpets And Other Textile Floor Coverings - Germany
UCOM/FLOR_IRQ,Trade in Carpets And Other Textile Floor Coverings - Iraq
UCOM/FLOR_IRN,Trade in Carpets And Other Textile Floor Coverings - Iran (Islamic Republic of)
UCOM/FLOR_HKG,Trade in Carpets And Other Textile Floor Coverings - Hong Kong SAR
UCOM/FLOR_IDN,Trade in Carpets And Other Textile Floor Coverings - Indonesia
UCOM/FLOR_ISL,Trade in Carpets And Other Textile Floor Coverings - Iceland
UCOM/FLOR_IRL,Trade in Carpets And Other Textile Floor Coverings - Ireland
UCOM/FLOR_JPN,Trade in Carpets And Other Textile Floor Coverings - Japan
UCOM/FLOR_HUN,Trade in Carpets And Other Textile Floor Coverings - Hungary
UCOM/FLOR_ISR,Trade in Carpets And Other Textile Floor Coverings - Israel
UCOM/FLOR_JAM,Trade in Carpets And Other Textile Floor Coverings - Jamaica
UCOM/FLOR_KEN,Trade in Carpets And Other Textile Floor Coverings - Kenya
